Tname tGapStart tGapSize Qname qGapStart qGapSize Samples
OsjChr6 21553265 22 1143411 1986 0 YB5;
OsjChr6 21553265 22 1151746 184 0 YB4;
OsjChr6 21553265 22 1154088 1221 0 YB3;
OsjChr6 21553265 22 1155057 2003 0 YB6;
OsjChr6 21553265 22 1298369 2007 0 YB8;
OsjChr6 21562586 244 1131261 811 0 YB6;
OsjChr6 21562586 244 1134985 509 0 YB5;
OsjChr6 21562586 244 1163460 71 0 YB2;
OsjChr6 21562586 244 1166942 668 0 YB3;
OsjChr6 21562586 244 1180864 3489 0 YB7;
OsjChr6 21562586 244 1268225 1691 0 YB4;
OsjChr6 21562586 244 1304557 1223 0 YB8;
OsjChr6 21567686 9 1048293 350 0 YB4;
OsjChr6 21567686 9 1113821 2079 0 YB5;
OsjChr6 21567686 9 1143246 2108 0 YB3;
OsjChr6 21567686 9 1162490 400 0 YB7;
OsjChr6 21567686 9 1162628 2098 0 YB6;
OsjChr6 21567686 9 1163460 4927 0 YB2;
OsjChr6 21567686 9 1270893 2103 0 YB8;
OsjChr6 21567896 273 1048293 551 0 YB4;
OsjChr6 21567896 273 1113821 2280 0 YB5;
OsjChr6 21567896 273 1143246 2309 0 YB3;
OsjChr6 21567896 273 1270893 2304 0 YB8;
OsjChr6 21570222 5 1159733 860 0 YB5;
OsjChr6 21570222 5 1162490 3198 0 YB7;
OsjChr6 21570222 5 1163460 7725 0 YB2;
OsjChr6 21570222 5 1179142 505 0 YB4;
OsjChr6 21570222 5 1194785 1033 0 YB3;
OsjChr6 21570222 5 1268095 466 0 YB8;
OsjChr6 21570222 5 977951 222 0 YB6;
OsjChr6 21571995 10 1050835 1001 0 YB2;
OsjChr6 21571995 10 1115760 1660 0 YB7;
OsjChr6 21571995 10 1159733 2628 0 YB5;
OsjChr6 21571995 10 1194785 2801 0 YB3;
OsjChr6 21571995 10 1268095 2234 0 YB8;
OsjChr6 21572558 250 1159733 3429 0 YB5;
OsjChr6 21572558 250 1194785 3602 0 YB3;
OsjChr6 21572969 7 1159733 3593 72 YB5;
OsjChr6 21572969 7 1194785 3766 72 YB3;
OsjChr6 21579047 15 1063260 1233 0 YB7;
OsjChr6 21579047 15 1114389 1289 0 YB6;
OsjChr6 21579047 15 1127780 2069 0 YB2;
OsjChr6 21579047 15 1158554 2067 0 YB3;
OsjChr6 21579047 15 1196705 1234 0 YB4;
OsjChr6 21579047 15 1208948 774 0 YB8;
OsjChr6 21579047 15 755716 276 0 YB5;
OsjChr6 21589410 10 1069625 1281 0 YB3;
OsjChr6 21589410 10 1134338 2391 0 YB7;
OsjChr6 21589410 10 993541 972 0 YB6;
OsjChr6 21595416 11 731840 284 0 YB5;
OsjChr6 21595416 11 832664 15 0 YB3;
OsjChr6 21603437 222 1106009 546 0 YB5;
OsjChr6 21603437 222 1119937 812 0 YB8;
OsjChr6 21603437 222 1145908 808 0 YB4;
OsjChr6 21603437 222 1172958 818 0 YB3;
OsjChr6 21603437 222 971411 812 0 YB2;
OsjChr6 21603437 222 989101 813 0 YB6;
OsjChr6 21603437 222 989328 790 0 YB7;
OsjChr6 21603828 447 1119937 981 0 YB8;
OsjChr6 21647834 544 1169838 933 0 YB7;
OsjChr6 21664022 312 744136 337 0 YB5;
OsjChr6 21689912 7 1041141 1187 0 YB2;
OsjChr6 21689912 7 1133569 797 0 YB8;
OsjChr6 21689912 7 1138832 2205 0 YB7;
OsjChr6 21689912 7 1162701 4272 0 YB5;
OsjChr6 21689912 7 1168786 2975 0 YB3;
OsjChr6 21689912 7 1185745 9300 0 YB6;
OsjChr6 21689912 7 1259485 3536 0 YB4;
OsjChr6 21693406 15 1022060 1181 0 YB7;
OsjChr6 21693406 15 1057975 1547 0 YB5;
OsjChr6 21693406 15 1163916 2783 0 YB3;
OsjChr6 21693406 15 1219895 2383 0 YB4;
OsjChr6 21693406 15 1289365 2785 0 YB8;
OsjChr6 21693406 15 995171 1014 0 YB6;
OsjChr6 21693519 77 1163916 2881 31 YB3;
OsjChr6 21693623 7 1163916 2942 2 YB3;
OsjChr6 21695679 5 1084368 192 4 YB4;
OsjChr6 21695679 5 1159496 514 4 YB8;
OsjChr6 21695679 5 892736 171 4 YB3;
OsjChr6 21695679 5 957461 143 4 YB6;
OsjChr6 21695679 5 963403 248 4 YB7;
OsjChr6 21695679 5 964175 242 4 YB5;
OsjChr6 21695679 5 964235 312 4 YB2;
OsjChr6 21702599 165 1135929 6 0 YB8;
OsjChr6 21708072 174 946717 518 0 YB3;
OsjChr6 21760286 29 691662 122 0 YB2;
OsjChr6 21760286 29 799441 115 0 YB5;
OsjChr6 21766014 15 1136178 214 0 YB3;
OsjChr6 21766014 15 768885 161 0 YB5;
OsjChr6 21766014 15 793848 217 0 YB2;
OsjChr6 21766014 15 812801 214 0 YB7;
OsjChr6 21766014 15 818023 217 0 YB6;
OsjChr6 21766014 15 955568 161 0 YB4;
OsjChr6 21766014 15 956377 280 0 YB8;
OsjChr6 21780353 21 924921 44 0 YB6;
OsjChr6 21780414 6 924921 84 5 YB6;
OsjChr6 21808776 10 1060394 6 0 YB4;
OsjChr6 21818198 93 734044 5 0 YB5;
OsjChr6 21819726 98 1161926 1021 0 YB3;
OsjChr6 21819726 98 939137 255 0 YB5;
OsjChr6 21832463 14 1073628 1246 1 YB2;
OsjChr6 21832463 14 1096541 1387 1 YB5;
OsjChr6 21832463 14 1100486 1385 1 YB3;
OsjChr6 21832463 14 1109079 1387 1 YB6;
OsjChr6 21832463 14 1111424 1387 1 YB7;
OsjChr6 21832463 14 1193733 1385 1 YB4;
OsjChr6 21832463 14 1209638 981 1 YB8;
OsjChr6 2186087 66 848541 5 0 YB1;
OsjChr6 2186150 7 779318 10 0 YB2;
OsjChr6 21880222 7 1021172 886 1 YB3;
OsjChr6 21880222 7 1094722 886 1 YB4;
OsjChr6 21880222 7 1105805 888 1 YB8;
OsjChr6 21880222 7 970811 888 1 YB7;
OsjChr6 21880223 6 734512 303 0 YB2;
OsjChr6 21880223 6 968035 897 0 YB5;
OsjChr6 21894440 6 986135 5 0 YB5;
OsjChr6 21898307 153 1046301 947 0 YB3;
OsjChr6 21898307 153 1117432 1274 0 YB2;
OsjChr6 21898307 153 1147743 794 0 YB6;
OsjChr6 21898307 153 1231889 809 0 YB4;
OsjChr6 21898307 153 1310805 2832 0 YB8;
OsjChr6 21898307 153 963397 542 0 YB7;
OsjChr6 21940115 4020 1025632 1168 0 YB7;
OsjChr6 21940115 4020 1119037 1196 0 YB6;
OsjChr6 21940115 4020 1133009 1200 0 YB5;
OsjChr6 21940115 4020 1138418 1196 0 YB2;
OsjChr6 21940115 4020 1205939 1194 0 YB3;
OsjChr6 21940115 4020 1258571 1196 0 YB8;
OsjChr6 21940115 4020 1278167 580 0 YB4;
OsjChr6 21950275 14 1001097 106 0 YB5;
OsjChr6 21951581 5 1083717 182 0 YB6;
OsjChr6 21951581 5 1096530 87 0 YB7;
OsjChr6 21951581 5 1117640 158 0 YB3;
OsjChr6 21951581 5 1181972 604 0 YB8;
OsjChr6 21951581 5 1195647 228 0 YB4;
OsjChr6 21951581 5 671694 232 0 YB5;
OsjChr6 21951676 7 1063779 38 4 YB2;
OsjChr6 21951676 7 1083717 271 4 YB6;
OsjChr6 21951676 7 1096530 176 4 YB7;
OsjChr6 21951676 7 1117640 247 4 YB3;
OsjChr6 21951676 7 1181972 693 4 YB8;
OsjChr6 21951676 7 1195647 317 4 YB4;
OsjChr6 21953329 19 737747 322 0 YB6;
OsjChr6 21976391 6 970107 875 0 YB6;
OsjChr6 21976422 93 970107 900 0 YB6;
OsjChr6 21985491 24 1051129 1257 0 YB6;
OsjChr6 21985491 24 1055643 1473 0 YB5;
OsjChr6 21985491 24 1201888 1348 0 YB8;
OsjChr6 21985540 11 1051129 1282 0 YB6;
OsjChr6 21985540 11 1055643 1498 0 YB5;
OsjChr6 21985540 11 1201888 1373 0 YB8;
OsjChr6 22013358 13 1058208 590 0 YB4;
OsjChr6 22013358 13 921319 592 0 YB6;
OsjChr6 22013358 13 940433 592 0 YB2;
OsjChr6 22013358 13 985902 590 0 YB3;
OsjChr6 22021830 6 909711 273 1 YB6;
OsjChr6 22021830 6 942367 405 1 YB7;
OsjChr6 22026825 18 1137673 902 0 YB8;
OsjChr6 22030083 50 1148493 763 0 YB6;
OsjChr6 22030083 50 1309711 2055 0 YB8;
OsjChr6 22030431 21 1148493 1061 0 YB6;
OsjChr6 22030431 21 1309711 2353 0 YB8;
OsjChr6 22038121 23 1060473 539 0 YB3;
OsjChr6 22038121 23 1103655 1430 0 YB6;
OsjChr6 22038121 23 1109295 1430 0 YB5;
OsjChr6 22038121 23 1126906 1430 0 YB7;
OsjChr6 22038121 23 1204445 1428 0 YB4;
OsjChr6 22038121 23 1294547 1430 0 YB8;
OsjChr6 22038693 14 1042643 522 0 YB2;
OsjChr6 22038693 14 1060473 1085 0 YB3;
OsjChr6 22038693 14 1109295 1976 0 YB5;
OsjChr6 22038693 14 1126906 1976 0 YB7;
OsjChr6 22038693 14 1204445 1974 0 YB4;
OsjChr6 22038693 14 1294547 1976 0 YB8;
OsjChr6 22038693 14 886899 135 0 YB6;
OsjChr6 22044253 1074 1137145 1236 0 YB5;
OsjChr6 22044253 1074 1159400 1848 0 YB2;
OsjChr6 22044253 1074 1162932 800 0 YB8;
OsjChr6 22044253 1074 1177028 1191 0 YB7;
OsjChr6 22044253 1074 1177952 1248 0 YB4;
OsjChr6 22044253 1074 1196209 1488 0 YB3;
OsjChr6 22068521 447 755051 6 0 YB7;
OsjChr6 22071996 9 1135694 2987 0 YB2;
OsjChr6 22071996 9 1139890 1780 0 YB7;
OsjChr6 22071996 9 1166150 908 0 YB8;
OsjChr6 22071996 9 1172158 2615 0 YB3;
OsjChr6 22071996 9 1273405 4344 0 YB4;
OsjChr6 22071996 9 813493 324 0 YB6;
OsjChr6 22071996 9 956757 224 0 YB5;
OsjChr6 22097088 23 1187425 3078 0 YB3;
OsjChr6 22097088 23 1258901 2926 0 YB4;
OsjChr6 22109422 48 1004455 94 0 YB5;
OsjChr6 22109422 48 1048111 521 0 YB6;
OsjChr6 22109422 48 1157582 521 0 YB7;
OsjChr6 22109422 48 1216046 521 0 YB8;
OsjChr6 22109422 48 1252115 519 0 YB4;
OsjChr6 22109422 48 928207 300 0 YB2;
OsjChr6 22109422 48 995884 519 0 YB3;
OsjChr6 22110059 19 1004455 683 0 YB5;
OsjChr6 22110059 19 1048111 1110 0 YB6;
OsjChr6 22110059 19 1157582 1110 0 YB7;
OsjChr6 22110059 19 1174030 398 0 YB3;
OsjChr6 22110059 19 1216046 1110 0 YB8;
OsjChr6 22110059 19 1252115 1108 0 YB4;
OsjChr6 22110059 19 981939 127 0 YB2;
OsjChr6 22127723 21 1016248 56 0 YB7;
OsjChr6 22127723 21 1132470 55 0 YB2;
OsjChr6 22127723 21 1204819 5403 0 YB3;
OsjChr6 22127723 21 1243678 499 0 YB4;
OsjChr6 22127754 26 1119667 648 1 YB8;
OsjChr6 22127754 26 1120435 2306 1 YB5;
OsjChr6 22148287 331 871393 573 0 YB5;
OsjChr6 22148784 388 1098466 7 0 YB4;
OsjChr6 22153778 19 1153286 5 0 YB2;
OsjChr6 22153778 19 1271313 5 0 YB4;
OsjChr6 22168578 196 1053261 271 0 YB4;
OsjChr6 22168578 196 1148648 418 0 YB8;
OsjChr6 22168578 196 693890 261 0 YB5;
OsjChr6 22168578 196 696293 261 0 YB6;
OsjChr6 22168578 196 735404 27 0 YB5;
OsjChr6 22168578 196 824905 409 0 YB2;
OsjChr6 22168578 196 882506 259 0 YB3;
OsjChr6 22168578 196 980302 261 0 YB7;
OsjChr6 22170864 12 735345 317 0 YB7;
OsjChr6 22171573 471 700063 6 0 YB7;
OsjChr6 22183283 19 662070 253 0 YB6;
OsjChr6 22183283 19 688270 220 0 YB2;
OsjChr6 22192326 12 1086532 702 0 YB4;
OsjChr6 22192326 12 1113327 1187 0 YB5;
OsjChr6 22192326 12 1156250 3441 0 YB2;
OsjChr6 22192326 12 1180177 3505 0 YB3;
OsjChr6 22192326 12 1183016 3148 0 YB7;
OsjChr6 22192326 12 1229065 15 0 YB8;
OsjChr6 22192326 12 1303823 3446 0 YB8;
OsjChr6 22192326 12 914343 489 0 YB6;
OsjChr6 22203633 7 742208 320 0 YB5;
OsjChr6 22209720 167 795007 6 0 YB7;
OsjChr6 22212155 6 742208 320 0 YB5;
OsjChr6 22217952 11 1035119 803 0 YB5;
OsjChr6 22217952 11 1088848 1675 0 YB2;
OsjChr6 22217952 11 1135122 683 0 YB7;
OsjChr6 22217952 11 1151249 1830 0 YB6;
OsjChr6 22217952 11 1162006 2365 0 YB3;
OsjChr6 22217952 11 1229191 2118 0 YB4;
OsjChr6 22217952 11 1302905 1923 0 YB8;
OsjChr6 22245833 215 1148174 6 0 YB3;
OsjChr6 22300891 195 1015175 1216 0 YB5;
OsjChr6 22314398 1099 1078990 123 0 YB2;
OsjChr6 22314398 1099 1133818 2140 0 YB7;
OsjChr6 22314398 1099 1139158 243 0 YB4;
OsjChr6 22314398 1099 1146375 243 0 YB8;
OsjChr6 22314398 1099 1164222 2257 0 YB3;
OsjChr6 22314398 1099 1182515 1229 0 YB6;
OsjChr6 22314398 1099 979881 931 0 YB5;
OsjChr6 22325625 11 1137028 860 0 YB7;
OsjChr6 22325625 11 1139038 104 0 YB2;
OsjChr6 22325625 11 1185935 873 0 YB3;
OsjChr6 22325988 6 1137028 1213 0 YB7;
OsjChr6 22325988 6 1139038 457 0 YB2;
OsjChr6 22325988 6 1152633 96 0 YB6;
OsjChr6 22325988 6 1185935 1226 0 YB3;
OsjChr6 22325988 6 1244280 358 0 YB4;
OsjChr6 22329860 240 1027175 124 0 YB2;
OsjChr6 22329860 240 1131574 361 0 YB7;
OsjChr6 22329860 240 1173436 1115 0 YB3;
OsjChr6 22329860 240 1182739 1112 0 YB6;
OsjChr6 22329860 240 1215928 1467 0 YB8;
OsjChr6 22329860 240 1281555 1109 0 YB4;
OsjChr6 22329860 240 883695 311 0 YB5;
OsjChr6 2233288 189 1231703 6 0 YB8;
OsjChr6 22360700 12 1039231 1383 0 YB5;
OsjChr6 22360700 12 1080814 545 0 YB7;
OsjChr6 22360700 12 1092599 829 0 YB6;
OsjChr6 22360700 12 1116180 1400 0 YB2;
OsjChr6 22360700 12 1147044 1398 0 YB3;
OsjChr6 22360700 12 1158162 457 0 YB4;
OsjChr6 22360700 12 1259799 1100 0 YB8;
OsjChr6 22362227 7 877851 150 0 YB2;
OsjChr6 22362227 7 885845 150 0 YB6;
OsjChr6 22365819 22 823214 231 3 YB3;
OsjChr6 22372794 42 1099903 2038 4 YB5;
OsjChr6 22372794 42 1125892 2036 4 YB3;
OsjChr6 22372797 39 1010485 1147 0 YB2;
OsjChr6 22372797 39 1075736 661 0 YB4;
OsjChr6 22372797 39 1099029 1684 0 YB6;
OsjChr6 22372797 39 1181922 1126 0 YB8;
OsjChr6 22372881 22 1010485 1192 2 YB2;
OsjChr6 22372881 22 1075736 706 2 YB4;
OsjChr6 22372881 22 1099029 1729 2 YB6;
OsjChr6 22372881 22 1181922 1171 2 YB8;
OsjChr6 22376040 637 1131530 1492 0 YB7;
OsjChr6 22376040 637 1142658 815 0 YB2;
OsjChr6 22376040 637 1143425 1725 0 YB6;
OsjChr6 22376040 637 1146454 1621 0 YB3;
OsjChr6 22376040 637 1167843 1669 0 YB5;
OsjChr6 22376040 637 1276749 1667 0 YB4;
OsjChr6 22376040 637 1310897 359 0 YB8;
OsjChr6 22380461 32 1167843 5453 0 YB5;
OsjChr6 22382376 141 919057 12 0 YB3;
OsjChr6 22385054 62 917661 5 0 YB7;
OsjChr6 22387526 12 1098441 2034 0 YB5;
OsjChr6 2238943 120 1084145 5 0 YB5;
OsjChr6 2238943 120 1184568 5 0 YB4;
OsjChr6 22397097 395 784137 374 0 YB7;
OsjChr6 22397203 25 1056522 152 0 YB7;
OsjChr6 22397203 25 1079990 432 0 YB3;
OsjChr6 22397203 25 1120277 162 0 YB5;
OsjChr6 22397203 25 1130483 473 0 YB6;
OsjChr6 22397203 25 1161910 1082 0 YB2;
OsjChr6 22397203 25 1208609 356 0 YB4;
OsjChr6 22397203 25 1303485 1623 0 YB8;
OsjChr6 22406026 311 757451 343 0 YB6;
OsjChr6 2242218 258 946724 352 0 YB4;
OsjChr6 22463254 90 861049 11 1 YB2;
OsjChr6 22463254 90 983788 11 1 YB7;
OsjChr6 22483331 6 1090494 93 8 YB7;
OsjChr6 22483348 3661 1090494 112 0 YB7;
OsjChr6 22486704 31 1022153 609 0 YB1;
OsjChr6 22499667 13 810127 124 0 YB6;
OsjChr6 22503472 6 735218 90 0 YB2;
OsjChr6 22503472 6 804195 47 0 YB8;
OsjChr6 22516367 4257 1090494 1180 0 YB7;
OsjChr6 22661166 48 1277419 81 121 YB4;
OsjChr6 22663503 9 1069917 1716 0 YB2;
OsjChr6 22663503 9 1115041 1085 0 YB5;
OsjChr6 22663503 9 1135886 14 0 YB2;
OsjChr6 22663503 9 1273231 2195 0 YB8;
OsjChr6 22663503 9 1277419 2498 0 YB4;
OsjChr6 22669550 317 1078756 986 297 YB2;
OsjChr6 22669550 317 1080065 927 297 YB5;
OsjChr6 22669550 317 1098728 986 297 YB7;
OsjChr6 22669550 317 1100587 986 297 YB6;
OsjChr6 22669550 317 1111502 959 297 YB3;
OsjChr6 22669550 317 1138393 205 297 YB8;
OsjChr6 22669550 317 1188123 984 297 YB4;
OsjChr6 22671896 347 1160226 1477 0 YB4;
OsjChr6 22683137 41 1043039 1456 0 YB2;
OsjChr6 22683137 41 1169724 1038 0 YB8;
OsjChr6 22684145 13 655114 79 0 YB6;
OsjChr6 22684145 13 688480 79 0 YB2;
OsjChr6 22684145 13 753741 79 0 YB7;
OsjChr6 22684145 13 833675 79 0 YB8;
OsjChr6 22684145 13 861767 77 0 YB3;
OsjChr6 22684145 13 941374 77 0 YB4;
OsjChr6 22693049 16 1075135 1042 0 YB3;
OsjChr6 22693049 16 1127197 1939 0 YB6;
OsjChr6 22693049 16 1225433 2183 0 YB4;
OsjChr6 2271239 270 1050797 1486 0 YB5;
OsjChr6 22788324 1089 719508 213 0 YB5;
OsjChr6 22807595 1377 1019189 380 0 YB5;
OsjChr6 22807595 1377 1031328 380 0 YB7;
OsjChr6 22807595 1377 1130999 380 0 YB8;
OsjChr6 22809565 134 1019189 973 0 YB5;
OsjChr6 22809565 134 1031328 973 0 YB7;
OsjChr6 22839973 17 1074676 458 1 YB2;
OsjChr6 22839973 17 1125765 458 1 YB6;
OsjChr6 22839973 17 1134040 147 1 YB3;
OsjChr6 22839973 17 1140582 506 1 YB7;
OsjChr6 22839973 17 1280283 458 1 YB8;
OsjChr6 22849538 9 1139532 1061 0 YB2;
OsjChr6 22849538 9 1157186 920 0 YB7;
OsjChr6 22849538 9 1165423 2754 0 YB5;
OsjChr6 22849538 9 1168120 969 0 YB3;
OsjChr6 22849538 9 1275795 3157 0 YB4;
OsjChr6 22849538 9 1276025 232 0 YB8;
OsjChr6 22849538 9 952645 271 0 YB6;
OsjChr6 22851642 8 1139532 3156 0 YB2;
OsjChr6 22851642 8 1157186 3015 0 YB7;
OsjChr6 22851642 8 1165423 4849 0 YB5;
OsjChr6 22851642 8 1168120 3064 0 YB3;
OsjChr6 22851642 8 1275795 5252 0 YB4;
OsjChr6 22851642 8 1276025 2327 0 YB8;
OsjChr6 22853566 66 1062545 1669 0 YB2;
OsjChr6 23056562 40 880033 377 0 YB1;
OsjChr6 23064624 99 1238276 5 0 YB4;
OsjChr6 23064662 61 1066719 5 0 YB6;
OsjChr6 23088220 16 1071843 1332 0 YB3;
OsjChr6 23089637 10 666818 62 0 YB5;
OsjChr6 23091613 231 920082 6 0 YB4;
OsjChr6 23123042 7 1010297 209 0 YB8;
OsjChr6 23123042 7 1022203 638 0 YB6;
OsjChr6 23123042 7 1051875 1130 0 YB2;
OsjChr6 23123042 7 1080936 1138 0 YB7;
OsjChr6 23123042 7 1120957 1939 0 YB5;
OsjChr6 23123042 7 1194073 4158 0 YB3;
OsjChr6 23123042 7 1234461 2310 0 YB4;
OsjChr6 23132404 21 834197 504 0 YB2;
OsjChr6 23140916 394 1227663 2623 0 YB4;
OsjChr6 2314579 77 799690 25 23 YB2;
OsjChr6 23169894 22 817293 9 0 YB6;
OsjChr6 23189040 83 1143095 3103 0 YB5;
OsjChr6 23216898 6 882835 24 0 YB2;
OsjChr6 23217409 125 1065103 719 5 YB8;
OsjChr6 23222596 5 1177288 365 0 YB4;
OsjChr6 23222596 5 821135 367 0 YB7;
OsjChr6 23222596 5 833139 384 0 YB6;
OsjChr6 23222596 5 912522 367 0 YB5;
OsjChr6 23222596 5 914772 365 0 YB3;
OsjChr6 23222596 5 922417 367 0 YB8;
OsjChr6 23238101 8 1116119 2075 0 YB5;
OsjChr6 23238101 8 1148510 2282 0 YB2;
OsjChr6 23238101 8 1156411 2267 0 YB6;
OsjChr6 23238101 8 1160266 2573 0 YB3;
OsjChr6 23238101 8 1183190 1612 0 YB4;
OsjChr6 23238101 8 1295969 1545 0 YB8;
OsjChr6 23238101 8 926395 452 0 YB7;
OsjChr6 23242506 37 1025503 99 442 YB6;
OsjChr6 23242506 37 1099154 456 442 YB3;
OsjChr6 23242506 37 1134684 1338 442 YB7;
OsjChr6 23242506 37 1143106 1912 442 YB2;
OsjChr6 23242506 37 1150129 1887 442 YB5;
OsjChr6 23242506 37 1194673 405 442 YB4;
OsjChr6 23242506 37 1302927 1886 442 YB8;
OsjChr6 23244445 89 832419 6 0 YB1;
OsjChr6 23273284 74 1251893 30 1 YB4;
OsjChr6 23275273 6 1077354 1302 0 YB2;
OsjChr6 23275273 6 1098184 537 0 YB3;
OsjChr6 23275273 6 1143071 1650 0 YB5;
OsjChr6 23275273 6 1251893 1946 0 YB4;
OsjChr6 23275273 6 1299699 1755 0 YB8;
OsjChr6 23285170 465 827563 440 0 YB7;
OsjChr6 23288424 116 1133916 5 0 YB3;
OsjChr6 23288424 116 1153520 5 0 YB4;
OsjChr6 23290732 471 1044769 631 0 YB4;
OsjChr6 23308362 6 1091734 879 0 YB3;
OsjChr6 23308362 6 1128361 1779 0 YB6;
OsjChr6 23308362 6 1131438 1882 0 YB7;
OsjChr6 23308362 6 1163720 526 0 YB8;
OsjChr6 23308362 6 1166680 879 0 YB4;
OsjChr6 23308362 6 976887 895 0 YB2;
OsjChr6 23308362 6 996677 881 0 YB5;
OsjChr6 23311595 95 843149 335 0 YB8;
OsjChr6 23332174 272 685730 286 0 YB2;
OsjChr6 23332174 272 768719 348 0 YB6;
OsjChr6 23332174 272 773621 348 0 YB7;
OsjChr6 23332174 272 878956 337 0 YB3;
OsjChr6 23332958 11 1010345 401 0 YB8;
OsjChr6 23332958 11 1069076 554 0 YB4;
OsjChr6 23332958 11 764198 173 0 YB2;
OsjChr6 23332958 11 779705 175 0 YB5;
OsjChr6 23332958 11 933847 543 0 YB6;
OsjChr6 23332958 11 934991 556 0 YB7;
OsjChr6 23332958 11 996138 554 0 YB3;
OsjChr6 23336165 5 1142093 2964 0 YB1;
OsjChr6 23336166 5 1294465 2968 10 YB8;
OsjChr6 23343502 56 756976 6 0 YB2;
OsjChr6 23352614 112 1015942 24 0 YB3;
OsjChr6 23352614 112 875892 24 0 YB4;
OsjChr6 23354088 12 1182202 78 1 YB7;
OsjChr6 23366890 39 1005783 94 0 YB8;
OsjChr6 23366890 39 1081003 1144 0 YB6;
OsjChr6 23366890 39 1115294 832 0 YB2;
OsjChr6 23366890 39 1152525 2453 0 YB5;
OsjChr6 23366890 39 1162718 2023 0 YB7;
OsjChr6 23366890 39 1165314 1079 0 YB4;
OsjChr6 23366890 39 1172954 2881 0 YB3;
OsjChr6 23369683 243 1013102 868 0 YB3;
OsjChr6 23390103 61 1089739 24 24 YB1;
OsjChr6 23433041 42 656364 139 0 YB2;
OsjChr6 23433041 42 843509 443 0 YB5;
OsjChr6 23433041 42 887438 322 0 YB3;
OsjChr6 23437563 6 686546 136 0 YB2;
OsjChr6 23437563 6 712897 130 0 YB7;
OsjChr6 23437563 6 738658 200 0 YB5;
OsjChr6 23437563 6 747057 200 0 YB6;
OsjChr6 23437563 6 822443 200 0 YB8;
OsjChr6 23437563 6 910822 128 0 YB4;
OsjChr6 23437563 6 911090 131 0 YB3;
OsjChr6 23438465 10 1072651 569 0 YB8;
OsjChr6 23438465 10 1096604 545 0 YB4;
OsjChr6 23438465 10 865191 405 0 YB2;
OsjChr6 23438465 10 866387 196 0 YB6;
OsjChr6 23438465 10 920608 412 0 YB5;
OsjChr6 23438465 10 992410 401 0 YB3;
OsjChr6 23468990 6 763842 19 0 YB5;
OsjChr6 23472470 8 1032277 692 0 YB2;
OsjChr6 23472470 8 1037755 79 0 YB4;
OsjChr6 23472470 8 1047165 711 0 YB3;
OsjChr6 23472470 8 1055875 1066 0 YB5;
OsjChr6 23472470 8 1072956 1062 0 YB7;
OsjChr6 23472470 8 1074567 1060 0 YB6;
OsjChr6 23472470 8 1213714 1066 0 YB8;
OsjChr6 23510834 7 1130742 7 0 YB3;
OsjChr6 23510836 5 1029543 9 0 YB2;
OsjChr6 23512052 2301 1029543 1217 0 YB2;
OsjChr6 23512052 2301 1108574 1221 0 YB7;
OsjChr6 23512052 2301 1130742 1215 0 YB3;
OsjChr6 23512052 2301 1132537 1221 0 YB6;
OsjChr6 23512052 2301 1147711 1227 0 YB5;
OsjChr6 23512052 2301 1254821 1233 0 YB4;
OsjChr6 23512052 2301 1276643 241 0 YB8;
OsjChr6 23512819 30 852910 226 0 YB4;
OsjChr6 23515483 6 1022855 1025 0 YB2;
OsjChr6 23515483 6 1040059 44 0 YB6;
OsjChr6 23515483 6 1082486 423 0 YB7;
OsjChr6 23515483 6 1083978 224 0 YB3;
OsjChr6 23515483 6 1147711 2358 0 YB5;
OsjChr6 23515483 6 1254821 2364 0 YB4;
OsjChr6 23515483 6 1276643 1372 0 YB8;
OsjChr6 23521563 14 1076451 702 0 YB8;
OsjChr6 23535803 7 1086443 873 0 YB5;
OsjChr6 23535803 7 1124367 153 0 YB6;
OsjChr6 23535803 7 1129526 821 0 YB7;
OsjChr6 23535803 7 1154462 2984 0 YB2;
OsjChr6 23535803 7 1176605 1401 0 YB3;
OsjChr6 23535803 7 1220931 237 0 YB8;
OsjChr6 23535803 7 1263705 2958 0 YB4;
OsjChr6 23546062 41 1127059 2590 0 YB5;
OsjChr6 23546062 41 907073 722 0 YB2;
OsjChr6 23613086 5 1133004 669 0 YB3;
OsjChr6 23613086 5 1133168 1520 0 YB7;
OsjChr6 23613086 5 1169961 3482 0 YB5;
OsjChr6 23613086 5 1181241 3628 0 YB6;
OsjChr6 23613086 5 1283081 3885 0 YB4;
OsjChr6 23620911 6 1180174 5085 0 YB7;
OsjChr6 23620911 6 714034 102 0 YB2;
OsjChr6 23620911 6 868700 33 0 YB4;
OsjChr6 23620911 6 983381 775 0 YB5;
OsjChr6 23633634 143 784417 377 0 YB7;
OsjChr6 23651053 543 1082050 1156 0 YB7;
OsjChr6 23651053 543 1083781 1138 0 YB6;
OsjChr6 23651053 543 1114740 492 0 YB3;
OsjChr6 23651053 543 1124823 1168 0 YB5;
OsjChr6 23651053 543 1157014 3668 0 YB2;
OsjChr6 23651053 543 1209249 1161 0 YB4;
OsjChr6 23651053 543 1277305 1155 0 YB8;
OsjChr6 23670151 7 845209 100 7 YB2;
OsjChr6 23705505 140 843161 472 0 YB7;
OsjChr6 23706170 301 1027551 653 0 YB8;
OsjChr6 23830654 56 698363 5 0 YB7;
OsjChr6 23830736 85 698363 31 0 YB7;
OsjChr6 23858871 14 1025488 948 0 YB3;
OsjChr6 23879364 370 920712 6 0 YB4;
