Tname tGapStart tGapSize Samples
OsjChr8 16626511 14 YB2;YB3;YB5;YB8;
OsjChr8 16626511 16 YB4;
OsjChr8 16634008 99 YB7;
OsjChr8 16637696 120 YB3;
OsjChr8 16639187 9 YB6;
OsjChr8 16639226 102 YB6;
OsjChr8 16639227 106 YB4;YB5;
OsjChr8 16639298 35 YB3;
OsjChr8 16639342 26 YB6;
OsjChr8 16639346 22 YB3;YB4;YB5;
OsjChr8 16642997 121 YB8;
OsjChr8 16642999 119 YB4;
OsjChr8 16647820 5 YB2;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr8 16649790 33 YB4;YB8;
OsjChr8 16683583 433 YB2;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr8 16704534 937 YB2;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr8 16725900 5 YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr8 16727959 2533 YB3;YB4;YB6;YB7;YB8;
OsjChr8 16730498 3004 YB3;YB4;YB6;YB7;YB8;
OsjChr8 16733543 676 YB3;YB4;YB6;YB7;
OsjChr8 16734274 5 YB3;YB4;YB6;YB7;
OsjChr8 16734289 1092 YB3;YB4;YB6;YB7;
OsjChr8 16741436 14 YB2;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr8 16742155 94 YB5;
OsjChr8 16742795 56 YB2;
OsjChr8 16742884 18 YB2;
OsjChr8 16747441 13 YB2;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr8 16747905 26 YB2;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr8 16765088 56 YB4;
OsjChr8 16765088 58 YB2;
OsjChr8 16765096 364 YB5;
OsjChr8 16766115 26 YB5;YB6;
OsjChr8 16766169 16 YB2;YB4;YB5;YB6;YB8;
OsjChr8 16777846 165 YB1;YB8;
OsjChr8 16797526 220 YB6;
OsjChr8 16806243 30 YB2;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr8 16808593 14 YB5;
OsjChr8 16815184 2802 YB2;
OsjChr8 16824951 37 YB4;
OsjChr8 16833086 17 YB5;
OsjChr8 16835381 6 YB2;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr8 16840443 15 YB2;YB4;YB5;YB7;YB8;
OsjChr8 16844634 7 YB2;YB3;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr8 16845678 13 YB3;
OsjChr8 16869873 5 YB2;YB5;YB6;YB7;YB8;
OsjChr8 16883264 33 YB3;
OsjChr8 16884788 8 YB2;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr8 16884835 6 YB3;
OsjChr8 16919309 178 YB5;
OsjChr8 16921817 3174 YB4;
OsjChr8 16933535 321 YB1;
OsjChr8 16990748 19 YB4;
OsjChr8 17002932 197 YB2;
OsjChr8 17018397 6 YB3;
OsjChr8 17035705 9 YB3;
OsjChr8 17046547 196 YB3;YB6;YB7;YB8;
OsjChr8 17047063 25 YB3;YB4;
OsjChr8 17047840 38 YB2;YB4;
OsjChr8 17059383 64 YB2;
OsjChr8 17059470 115 YB2;
OsjChr8 17059610 175 YB2;
OsjChr8 17063573 46 YB2;YB3;
OsjChr8 17092247 64 YB2;YB4;
OsjChr8 17125417 68 YB3;
OsjChr8 17145619 152 YB8;
OsjChr8 17145789 412 YB8;
OsjChr8 17164257 5 YB3;YB4;YB5;YB7;YB8;
OsjChr8 17165631 70 YB7;
OsjChr8 17305653 15 YB2;
OsjChr8 17326122 18 YB6;
OsjChr8 17463983 7 YB1;
OsjChr8 17575971 269 YB8;
OsjChr8 17621156 78 YB5;
OsjChr8 17651319 428 YB7;
OsjChr8 17659648 475 YB2;
OsjChr8 17694626 167 YB8;
OsjChr8 17809714 325 YB3;
OsjChr8 17840945 15 YB8;
OsjChr8 17850673 103 YB8;
OsjChr8 17851862 237 YB7;
OsjChr8 17851866 233 YB5;
OsjChr8 17889950 156 YB3;YB7;
OsjChr8 17889950 157 YB5;
OsjChr8 17893093 56 YB3;
OsjChr8 17994306 293 YB5;
OsjChr8 18026509 6 YB2;YB3;YB4;YB5;YB6;YB6;YB7;YB8;
OsjChr8 18080860 14 YB3;YB4;YB5;YB8;
OsjChr8 18087100 10 YB7;
OsjChr8 18087109 11 YB3;
OsjChr8 18087109 9 YB2;YB4;YB8;
OsjChr8 18087356 67 YB7;YB8;
OsjChr8 18087700 208 YB4;
OsjChr8 18093657 55 YB3;YB7;
OsjChr8 18123456 27 YB3;
OsjChr8 18136889 163 YB4;
OsjChr8 18136967 99 YB3;
OsjChr8 18171318 341 YB4;
OsjChr8 18198606 66 YB4;
OsjChr8 18224154 78 YB2;YB3;YB5;YB6;YB8;
OsjChr8 18224331 12 YB2;YB3;YB5;YB8;
OsjChr8 18241772 45 YB2;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr8 18248431 8 YB6;
OsjChr8 18252286 6 YB2;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr8 18255789 517 YB2;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr8 18258009 5 YB3;YB4;YB6;
OsjChr8 18258030 9 YB3;YB4;YB6;
OsjChr8 18262005 40 YB3;YB4;YB5;
OsjChr8 18265052 6 YB1;YB2;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr8 18271877 12 YB2;YB3;YB4;YB6;YB7;
OsjChr8 18274254 1674 YB2;YB2;YB3;YB4;YB5;YB6;YB7;YB8;YB8;
OsjChr8 18276257 25 YB3;YB6;
OsjChr8 18303396 67 YB5;YB7;
OsjChr8 18303403 67 YB4;
OsjChr8 18305594 395 YB2;
OsjChr8 18348254 19 YB2;YB3;YB4;YB5;YB6;YB8;
OsjChr8 18364462 8 YB3;YB5;
OsjChr8 18433224 24 YB3;
OsjChr8 18445927 399 YB2;
OsjChr8 18465609 52 YB1;
OsjChr8 18468300 9 YB3;
OsjChr8 18489446 32 YB2;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr8 18496653 8 YB2;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr8 1849870 6 YB3;YB4;YB6;
OsjChr8 18501242 9 YB3;YB4;YB7;
OsjChr8 18502519 2060 YB5;YB8;
OsjChr8 18506906 5 YB6;
OsjChr8 18507048 159 YB2;YB3;YB4;YB6;YB7;YB8;
OsjChr8 18510978 25 YB5;YB6;
OsjChr8 18531736 6 YB2;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr8 18535038 27 YB4;
OsjChr8 18535062 26 YB2;YB5;YB6;
OsjChr8 18535140 152 YB5;
OsjChr8 18539748 19 YB6;
OsjChr8 18539868 5 YB1;
OsjChr8 18539911 16 YB1;
OsjChr8 18568859 10 YB2;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr8 18573932 5 YB2;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr8 18587721 26 YB3;
OsjChr8 18590581 11 YB2;
OsjChr8 18596336 32 YB2;YB4;YB7;
OsjChr8 18596345 34 YB8;
OsjChr8 18596434 3115 YB2;YB4;YB7;YB8;
OsjChr8 18602740 1412 YB2;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr8 18629530 54 YB7;
OsjChr8 18629619 7 YB7;
OsjChr8 18652445 247 YB6;
OsjChr8 18657213 6 YB2;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr8 1866522 180 YB5;
OsjChr8 18707863 8 YB6;
OsjChr8 18708108 103 YB5;
OsjChr8 18709610 89 YB8;
OsjChr8 18794883 9 YB2;YB8;
OsjChr8 18801281 14 YB1;
OsjChr8 18825186 270 YB4;
OsjChr8 18856689 8 YB8;
OsjChr8 18872408 1333 YB8;
OsjChr8 18876261 10 YB2;YB3;YB8;
OsjChr8 18876261 8 YB1;
OsjChr8 18909693 38 YB1;YB3;YB5;YB7;
OsjChr8 18966197 63 YB6;
OsjChr8 19021855 44 YB3;
OsjChr8 19039525 140 YB1;YB2;
OsjChr8 19043549 6 YB3;
OsjChr8 19043820 8 YB3;
OsjChr8 19050450 7 YB2;
OsjChr8 19055861 115 YB7;
OsjChr8 19069512 123 YB7;
OsjChr8 19077462 11 YB2;
OsjChr8 19077529 6 YB2;
OsjChr8 19085325 391 YB3;
OsjChr8 19085792 407 YB4;
OsjChr8 19094079 8 YB2;
OsjChr8 19102973 181 YB4;
OsjChr8 19102974 180 YB3;YB5;YB7;
OsjChr8 19113139 70 YB5;
OsjChr8 19150743 24 YB1;
OsjChr8 1920276 6 YB2;
OsjChr8 19274844 133 YB7;
OsjChr8 19294363 9 YB3;YB4;YB7;
OsjChr8 19308851 10 YB3;
OsjChr8 19314006 10 YB3;
OsjChr8 19336487 16 YB2;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr8 19368744 6 YB4;
OsjChr8 19368799 7 YB4;
OsjChr8 19393806 70 YB6;
OsjChr8 19409757 178 YB2;
OsjChr8 19410173 156 YB4;
OsjChr8 19434183 11 YB3;
OsjChr8 19464485 5 YB2;YB3;YB4;YB6;
OsjChr8 19484272 75 YB1;
OsjChr8 19497044 128 YB3;YB4;
OsjChr8 1950544 178 YB1;
OsjChr8 19536640 345 YB2;
OsjChr8 19570580 212 YB5;YB7;
OsjChr8 19578710 407 YB5;
OsjChr8 19595393 22 YB6;
OsjChr8 1967426 9 YB6;YB8;
OsjChr8 19683538 78 YB4;
OsjChr8 19687091 422 YB3;
OsjChr8 19687540 1376 YB3;
OsjChr8 19688920 1506 YB3;
OsjChr8 19705764 230 YB1;
OsjChr8 19719930 163 YB8;
OsjChr8 19720396 30 YB4;YB5;YB6;YB8;
OsjChr8 19720635 113 YB2;
OsjChr8 19720639 203 YB6;
OsjChr8 19720758 99 YB2;
OsjChr8 19720769 11 YB4;YB5;YB6;YB8;
OsjChr8 19720848 9 YB6;
OsjChr8 19720883 53 YB2;YB6;YB7;
OsjChr8 19720913 12 YB6;
OsjChr8 19720956 23 YB2;YB6;YB7;
OsjChr8 19720966 16 YB4;YB5;YB8;
OsjChr8 19730586 15 YB8;
OsjChr8 19731254 5 YB2;YB7;YB8;
OsjChr8 19746411 21 YB3;
OsjChr8 19748784 6 YB2;YB4;YB5;YB7;
OsjChr8 19757300 6 YB2;
OsjChr8 1983490 3123 YB8;
OsjChr8 1988391 34 YB2;
OsjChr8 19895580 44 YB2;
OsjChr8 19919856 13 YB1;
OsjChr8 19919930 73 YB1;
OsjChr8 19924537 90 YB3;YB4;YB5;YB7;
OsjChr8 19927540 64 YB2;YB5;YB7;YB7;
OsjChr8 19927540 66 YB3;
OsjChr8 19929295 20 YB3;YB4;YB5;YB6;YB7;
OsjChr8 19929295 22 YB8;
OsjChr8 19949927 8 YB2;YB4;YB7;
OsjChr8 19960163 362 YB8;
OsjChr8 1996588 462 YB4;
OsjChr8 199739 479 YB5;
OsjChr8 1998061 113 YB5;
OsjChr8 20015686 5 YB2;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr8 20023251 5 YB2;YB3;YB4;YB5;YB6;YB8;
OsjChr8 20023261 5 YB4;YB6;
OsjChr8 20025329 8 YB2;YB4;YB5;YB6;YB7;YB8;
OsjChr8 20025991 70 YB5;
OsjChr8 20031427 21 YB8;
OsjChr8 20031453 81 YB2;YB3;
OsjChr8 20032146 6 YB2;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr8 20037021 6 YB2;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr8 20038792 23 YB2;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr8 20051796 212 YB2;
OsjChr8 20051800 166 YB6;
OsjChr8 20051800 8 YB7;
OsjChr8 20051822 66 YB7;
OsjChr8 20051828 194 YB8;
OsjChr8 20081547 5 YB2;YB4;YB5;YB6;YB7;YB8;
OsjChr8 20091800 19 YB2;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr8 20092096 11 YB5;
OsjChr8 20095863 6 YB5;
OsjChr8 20096035 12 YB5;
OsjChr8 20105489 18 YB2;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr8 20121805 11 YB2;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr8 20129458 23 YB2;YB3;YB5;YB6;YB7;YB8;
OsjChr8 20133561 9 YB3;
OsjChr8 20146545 334 YB3;
OsjChr8 20149405 10 YB3;YB5;YB8;
OsjChr8 20149612 5 YB3;YB5;YB8;
OsjChr8 2016363 26 YB5;
OsjChr8 20209267 6 YB3;YB4;
OsjChr8 20221609 30 YB8;
OsjChr8 20237952 111 YB4;
OsjChr8 20255274 1168 YB8;
OsjChr8 20266633 117 YB6;
OsjChr8 20278575 127 YB4;YB5;YB7;
OsjChr8 20282166 46 YB2;YB6;YB7;YB8;
OsjChr8 20282597 35 YB6;
OsjChr8 20282647 10 YB4;
OsjChr8 20285328 36 YB4;
OsjChr8 20286254 80 YB5;
OsjChr8 20289793 27 YB7;
OsjChr8 20314865 12 YB2;YB4;YB5;YB6;YB7;YB8;
OsjChr8 20317146 238 YB3;YB7;YB8;
OsjChr8 20317164 280 YB4;
OsjChr8 20317402 42 YB7;
OsjChr8 20317487 11 YB7;
OsjChr8 20330022 33 YB2;
OsjChr8 20347956 9 YB2;YB3;YB4;YB5;YB6;YB7;
OsjChr8 20353906 478 YB6;
OsjChr8 20366455 22 YB4;YB5;YB7;
OsjChr8 20370378 4003 YB2;
OsjChr8 20378902 407 YB2;YB5;YB6;YB7;YB8;
OsjChr8 20391273 93 YB8;
OsjChr8 20412863 113 YB1;
OsjChr8 20419939 12 YB2;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr8 20421591 5 YB4;
OsjChr8 20429646 303 YB8;
OsjChr8 20435043 5 YB2;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr8 20442414 434 YB4;
OsjChr8 20461923 6 YB6;
OsjChr8 20465336 15 YB2;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr8 20469539 8 YB2;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr8 20476916 298 YB5;
OsjChr8 20480426 14 YB2;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr8 20484236 5 YB2;YB3;YB4;YB5;YB6;
OsjChr8 20490948 9 YB3;
OsjChr8 20504007 87 YB8;
OsjChr8 20538701 7 YB2;
OsjChr8 20538714 7 YB2;YB4;YB5;
OsjChr8 20547991 5 YB2;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr8 20553184 18 YB1;
OsjChr8 20578409 60 YB8;
OsjChr8 20600799 41 YB2;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr8 20601034 12 YB2;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr8 20606817 14 YB2;YB3;YB6;
OsjChr8 20613852 92 YB4;
OsjChr8 20615527 12 YB4;YB5;YB7;YB8;
OsjChr8 2061699 9 YB2;
OsjChr8 2061717 8 YB5;YB7;YB7;
OsjChr8 2061718 8 YB4;
OsjChr8 20674232 433 YB2;YB3;YB4;YB5;YB6;YB6;YB7;YB8;
OsjChr8 2071628 10 YB2;
OsjChr8 20732761 92 YB6;
OsjChr8 20741048 14 YB1;YB3;
OsjChr8 20754000 24 YB4;YB5;
OsjChr8 20782015 271 YB4;
OsjChr8 2079155 273 YB3;
OsjChr8 20828590 18 YB2;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr8 20870699 76 YB3;
OsjChr8 20880627 264 YB4;
OsjChr8 20880976 22 YB6;
OsjChr8 20892775 48 YB3;
OsjChr8 20892787 36 YB6;
OsjChr8 20892839 24 YB3;
OsjChr8 20892863 38 YB5;YB6;YB7;
OsjChr8 20930028 245 YB2;
OsjChr8 20970427 8 YB5;
OsjChr8 20976614 5 YB6;
OsjChr8 20988305 14 YB8;
OsjChr8 21043658 121 YB7;
OsjChr8 21052555 11 YB2;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr8 21114883 22 YB7;
OsjChr8 21163248 306 YB2;
OsjChr8 21173363 6 YB5;
OsjChr8 21173364 5 YB3;
OsjChr8 21228010 6 YB2;YB3;YB4;YB4;YB5;YB6;
OsjChr8 21254791 42 YB5;
OsjChr8 21257389 10 YB2;
OsjChr8 21263742 113 YB1;
OsjChr8 21263820 30 YB3;YB4;
OsjChr8 21306810 120 YB1;
OsjChr8 21314698 14 YB5;
OsjChr8 21320570 25 YB2;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr8 21321734 17 YB7;
OsjChr8 21388567 3846 YB3;
OsjChr8 21505210 104 YB2;
OsjChr8 21526559 233 YB5;
OsjChr8 21551454 64 YB2;
OsjChr8 21564387 195 YB1;
OsjChr8 21582963 91 YB3;
OsjChr8 21651142 13 YB8;
OsjChr8 21655082 397 YB4;
OsjChr8 21667334 127 YB5;
OsjChr8 21709300 15 YB6;
OsjChr8 21723661 325 YB5;
OsjChr8 21774207 48 YB2;
OsjChr8 21774208 47 YB5;
OsjChr8 21800321 143 YB8;
OsjChr8 21826302 24 YB2;
OsjChr8 21829722 11 YB2;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr8 21830376 23 YB1;
OsjChr8 21900364 50 YB3;YB8;
OsjChr8 21902234 51 YB2;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr8 21908642 30 YB2;YB5;YB6;
OsjChr8 21908701 389 YB5;YB6;
OsjChr8 21924318 17 YB7;
OsjChr8 21924993 9 YB4;
OsjChr8 21932997 8 YB3;
OsjChr8 21963418 448 YB4;
OsjChr8 2196744 430 YB8;
OsjChr8 21978161 53 YB5;
OsjChr8 22024261 460 YB7;
OsjChr8 22031611 45 YB1;
OsjChr8 22031612 15 YB5;
OsjChr8 22034919 40 YB6;
OsjChr8 22048115 87 YB4;
OsjChr8 22081615 162 YB6;
OsjChr8 2210938 51 YB2;
OsjChr8 22113288 76 YB7;YB8;
OsjChr8 22115591 5 YB2;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr8 22123238 78 YB4;YB6;
OsjChr8 22123312 1175 YB1;
OsjChr8 22159815 409 YB2;
OsjChr8 22182038 11 YB3;YB4;YB8;
OsjChr8 22188789 11 YB5;
OsjChr8 22188793 7 YB6;
OsjChr8 22188794 5 YB2;YB3;YB4;YB8;
OsjChr8 22221704 253 YB6;
OsjChr8 22221705 6 YB7;
OsjChr8 22322240 24 YB1;YB3;YB8;
OsjChr8 22327773 30 YB2;YB4;YB5;YB6;YB7;
OsjChr8 22327773 32 YB3;
OsjChr8 22327773 34 YB8;
OsjChr8 22350437 51 YB4;YB8;
OsjChr8 22350685 11 YB4;
OsjChr8 2239153 7 YB6;
OsjChr8 22472175 515 YB1;
OsjChr8 22482040 8 YB4;YB6;YB7;
OsjChr8 22487253 103 YB4;
OsjChr8 22487364 230 YB3;
OsjChr8 22487364 58 YB2;
OsjChr8 22487364 89 YB4;
OsjChr8 22533204 15 YB5;
OsjChr8 22544197 94 YB7;
OsjChr8 22553774 120 YB5;
OsjChr8 2256575 187 YB1;
OsjChr8 2256739 377 YB5;
OsjChr8 22601059 16 YB5;
OsjChr8 22617201 19 YB2;
OsjChr8 22618768 164 YB8;
OsjChr8 22651057 179 YB6;
OsjChr8 22679058 206 YB3;
OsjChr8 22695723 77 YB1;
OsjChr8 2270763 33 YB2;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr8 22748828 6 YB1;
OsjChr8 22754841 6 YB2;YB3;YB4;YB5;YB6;YB7;
OsjChr8 22772998 79 YB1;
OsjChr8 22803811 373 YB2;
OsjChr8 2281758 9 YB2;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr8 2282765 120 YB5;
OsjChr8 22837181 32 YB8;
OsjChr8 228373 63 YB5;YB8;
OsjChr8 22878299 111 YB6;
OsjChr8 22942880 82 YB1;
OsjChr8 22998206 32 YB2;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr8 23046947 41 YB6;
OsjChr8 23156866 262 YB6;
OsjChr8 2319444 69 YB5;
OsjChr8 23205496 15 YB5;YB7;
OsjChr8 23211692 39 YB3;
OsjChr8 23213713 204 YB3;
OsjChr8 23227877 167 YB6;
OsjChr8 23234391 441 YB1;YB5;YB7;
OsjChr8 23258593 171 YB7;
OsjChr8 23260278 435 YB4;
OsjChr8 23260681 32 YB5;
OsjChr8 23302213 10 YB2;
OsjChr8 23302213 454 YB3;YB4;YB5;YB6;YB7;
OsjChr8 23302779 10 YB4;
OsjChr8 23306086 287 YB8;
OsjChr8 23324312 202 YB4;
OsjChr8 2333792 110 YB2;
OsjChr8 23353618 88 YB6;
OsjChr8 23354286 155 YB2;
OsjChr8 23371238 42 YB5;
OsjChr8 2338305 61 YB4;
OsjChr8 23390695 398 YB5;
OsjChr8 23403904 190 YB5;
OsjChr8 23411894 115 YB6;
OsjChr8 23411926 77 YB1;
OsjChr8 23418569 456 YB3;
OsjChr8 23433105 42 YB3;
OsjChr8 234503 370 YB2;
OsjChr8 23460511 2817 YB6;
OsjChr8 2349640 18 YB2;
OsjChr8 23537631 52 YB7;
OsjChr8 23591256 71 YB3;
OsjChr8 23601616 59 YB6;
OsjChr8 23601618 57 YB7;
OsjChr8 23601622 53 YB2;
OsjChr8 23617658 47 YB3;YB4;
OsjChr8 23634038 42 YB7;
OsjChr8 23634042 38 YB4;
OsjChr8 23634044 36 YB5;YB8;
OsjChr8 23634048 32 YB6;
OsjChr8 23678499 57 YB7;
OsjChr8 23712525 167 YB5;
OsjChr8 23749217 89 YB8;
OsjChr8 23758996 126 YB2;
OsjChr8 23804768 37 YB3;
OsjChr8 23816336 104 YB1;
OsjChr8 23844892 26 YB5;
OsjChr8 23863223 149 YB5;
OsjChr8 23901719 4736 YB8;
OsjChr8 239468 13 YB8;
OsjChr8 24015588 9 YB3;
OsjChr8 24058363 368 YB6;
OsjChr8 24077762 136 YB7;
OsjChr8 24085776 374 YB4;
OsjChr8 24086082 68 YB3;
OsjChr8 24110709 11 YB2;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr8 24136996 8 YB6;
OsjChr8 24137910 25 YB6;
OsjChr8 24152694 29 YB2;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr8 24153570 297 YB4;
OsjChr8 24153585 222 YB6;
OsjChr8 24166563 7 YB2;YB5;YB7;
OsjChr8 24167393 20 YB2;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr8 24177079 46 YB2;YB5;
OsjChr8 24193858 78 YB1;YB3;YB4;YB5;YB6;
OsjChr8 24194048 10 YB1;YB4;
OsjChr8 24210122 7 YB2;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr8 24217394 30 YB2;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr8 24218930 60 YB2;YB3;YB4;YB5;
OsjChr8 24254482 7 YB2;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr8 24255314 438 YB3;
OsjChr8 2430887 144 YB7;
OsjChr8 24347273 34 YB7;
OsjChr8 24368836 35 YB2;
OsjChr8 24403372 27 YB1;
OsjChr8 24426468 424 YB7;
OsjChr8 24492124 168 YB7;
OsjChr8 24492812 63 YB5;
OsjChr8 24528352 9 YB3;YB8;
OsjChr8 24544694 155 YB1;
OsjChr8 24570139 10 YB3;YB6;YB7;
OsjChr8 24570157 36 YB7;
OsjChr8 24570159 34 YB4;
OsjChr8 24570173 20 YB2;YB3;
OsjChr8 24570175 18 YB8;
OsjChr8 24571103 16 YB7;
OsjChr8 24583242 317 YB8;
OsjChr8 24626218 16 YB2;
OsjChr8 24654210 430 YB7;
OsjChr8 24654211 429 YB2;YB6;
OsjChr8 24654648 226 YB5;
OsjChr8 24715840 131 YB4;
OsjChr8 24715874 133 YB1;
OsjChr8 2472353 7 YB2;
OsjChr8 2472512 8 YB2;
OsjChr8 2472536 371 YB2;YB3;
OsjChr8 2473006 6 YB3;
OsjChr8 24757699 8 YB2;
OsjChr8 24757700 7 YB5;
OsjChr8 2476545 20 YB5;
OsjChr8 24789322 14 YB2;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr8 24799673 199 YB2;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr8 24838277 9 YB2;YB8;
OsjChr8 24849907 30 YB2;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr8 24852095 13 YB2;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr8 24855247 87 YB4;
OsjChr8 24855247 90 YB5;
OsjChr8 24861479 14 YB4;
OsjChr8 24873915 10 YB2;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr8 24874614 32 YB3;YB4;YB5;YB6;YB7;
OsjChr8 24874633 33 YB8;
OsjChr8 24881686 5 YB2;YB2;YB3;YB4;YB5;YB6;YB7;YB7;YB8;
OsjChr8 24885014 7 YB7;
OsjChr8 24896402 14 YB6;
OsjChr8 24916347 332 YB6;
OsjChr8 24947162 21 YB3;YB4;YB5;YB6;YB7;
OsjChr8 24986021 43 YB7;
OsjChr8 24986049 38 YB4;
OsjChr8 24994185 4744 YB5;
OsjChr8 25016833 197 YB8;
OsjChr8 25022908 27 YB2;
OsjChr8 25039164 29 YB4;
OsjChr8 25061314 78 YB3;
OsjChr8 25090143 267 YB7;
OsjChr8 25094948 74 YB8;
OsjChr8 25109980 211 YB4;
OsjChr8 25150106 14 YB2;YB3;YB4;YB4;YB5;YB6;YB7;YB8;YB8;
OsjChr8 25154690 110 YB4;
OsjChr8 25174747 12 YB8;
OsjChr8 25216888 279 YB8;
OsjChr8 2523215 28 YB7;
OsjChr8 25264525 10 YB2;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr8 25303075 7 YB2;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr8 25305378 9 YB2;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr8 25305505 13 YB2;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr8 25307964 62 YB8;
OsjChr8 25328189 327 YB6;
OsjChr8 25329187 21 YB8;
OsjChr8 25331993 16 YB2;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr8 25340153 16 YB2;YB3;YB4;YB5;YB6;YB7;
OsjChr8 25344343 67 YB2;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr8 25355562 11 YB6;
OsjChr8 25357667 19 YB2;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr8 25364842 162 YB2;
OsjChr8 25372274 127 YB7;
OsjChr8 25377428 9 YB2;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr8 2542576 5 YB6;
OsjChr8 25444264 308 YB5;
OsjChr8 25467897 26 YB1;
OsjChr8 25512494 14 YB1;
OsjChr8 25517087 221 YB8;
OsjChr8 25522782 5 YB5;
OsjChr8 25552014 10 YB1;YB4;
OsjChr8 25552116 40 YB1;YB3;YB4;YB5;YB6;YB7;
OsjChr8 25555902 144 YB2;YB5;YB6;YB8;
OsjChr8 25565202 2368 YB4;YB7;
OsjChr8 25567503 6 YB8;
OsjChr8 25570344 730 YB8;
OsjChr8 25570823 252 YB7;
OsjChr8 25639617 6 YB2;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr8 2573800 95 YB8;
OsjChr8 25760065 89 YB6;
OsjChr8 25784091 5 YB8;
OsjChr8 25844360 296 YB3;
OsjChr8 25869732 150 YB2;
OsjChr8 25931193 261 YB3;
OsjChr8 25931858 20 YB2;YB3;YB4;
OsjChr8 25931858 357 YB5;
OsjChr8 25935120 474 YB5;
OsjChr8 25959983 8 YB1;
OsjChr8 26017549 19 YB1;YB6;YB7;
OsjChr8 26027277 18 YB2;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr8 26132550 22 YB1;
OsjChr8 26151996 317 YB6;
OsjChr8 26151996 320 YB3;
OsjChr8 26209905 57 YB6;
OsjChr8 26209974 5 YB6;
OsjChr8 26209993 6 YB6;
OsjChr8 262117 5 YB2;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr8 2628997 48 YB5;
OsjChr8 2629834 342 YB3;
